[0.0801636, -0.069743395], Expected: 2, Guessed: 2
[-0.01810205, -0.3296337], Expected: 3, Guessed: 3
[0.27824342, -0.61824465], Expected: 1, Guessed: 1
[0.5717679, 0.735337], Expected: 0, Guessed: 0
[-0.09956908, -0.76406515], Expected: 3, Guessed: 0
[-0.12010205, 0.92056954], Expected: 3, Guessed: 3
[0.49877882, -0.37682033], Expected: 1, Guessed: 1
[-0.21515524, -4.0769577E-5], Expected: 3, Guessed: 3
[0.27158237, -0.7533369], Expected: 1, Guessed: 1
[-0.56394994, 0.39497507], Expected: 1, Guessed: 1
[-0.14962137, -0.9349563], Expected: 3, Guessed: 0
[-0.3116156, 0.37479794], Expected: 0, Guessed: 0
[0.09299052, -0.7173674], Expected: 2, Guessed: 2
[-0.73271203, 0.064515114], Expected: 3, Guessed: 3
[0.5982194, 0.7463702], Expected: 0, Guessed: 0
[0.30890155, 0.04252386], Expected: 2, Guessed: 2
[0.26341903, 0.5228987], Expected: 1, Guessed: 1
[-0.63051164, -0.6723769], Expected: 1, Guessed: 1
[0.18373477, -0.069179654], Expected: 2, Guessed: 2
[-0.83962786, 0.8750348], Expected: 3, Guessed: 3
[-0.2543676, -0.1914177], Expected: 0, Guessed: 0
[0.24992394, -0.54643536], Expected: 1, Guessed: 1
[-0.41307414, 0.4577055], Expected: 0, Guessed: 0
[0.17536247, -0.24569869], Expected: 1, Guessed: 1
[-0.5984458, 0.57092845], Expected: 1, Guessed: 1
[0.9981495, 0.7319232], Expected: 2, Guessed: 2
[0.611799, 0.9981445], Expected: 2, Guessed: 2
[0.7726201, -0.89364314], Expected: 2, Guessed: 2
[-0.5033232, 0.7889302], Expected: 1, Guessed: 1
[-0.085478544, -0.585026], Expected: 0, Guessed: 0
[-0.73264337, -0.6456331], Expected: 1, Guessed: 1
[-0.42807066, 0.41973233], Expected: 0, Guessed: 0
[0.16431272, 0.4944011], Expected: 1, Guessed: 1
[-0.8856176, 0.6119399], Expected: 1, Guessed: 3
[0.2935176, 0.52805376], Expected: 1, Guessed: 1
[-0.6528883, 0.24815452], Expected: 1, Guessed: 1
[-0.47152185, -0.16347873], Expected: 0, Guessed: 0
[-0.6127329, 0.17889357], Expected: 1, Guessed: 1
[-0.6792017, 0.18399668], Expected: 1, Guessed: 1
[-0.04936683, 0.73833823], Expected: 3, Guessed: 3
[0.15490305, 0.5245211], Expected: 1, Guessed: 1
[-0.4856826, -0.6546676], Expected: 0, Guessed: 0
[0.1545372, -0.65175056], Expected: 1, Guessed: 1
[0.14835262, 0.077222824], Expected: 2, Guessed: 2
[-0.96713376, 0.58630717], Expected: 3, Guessed: 3
[-0.7665818, 0.32822132], Expected: 1, Guessed: 1
[-0.7610986, 0.705333], Expected: 1, Guessed: 1
[-0.4294697, 0.41901445], Expected: 0, Guessed: 0
[-0.61374426, 0.81247747], Expected: 1, Guessed: 1
[-0.9096012, -0.4934399], Expected: 1, Guessed: 3
[-0.51713693, -0.30305147], Expected: 1, Guessed: 1
[0.31528795, -0.16908431], Expected: 1, Guessed: 2
[0.27045894, 0.9993112], Expected: 2, Guessed: 2
[-0.4740311, 0.8643023], Expected: 0, Guessed: 0
[-0.68020916, 0.775043], Expected: 1, Guessed: 1
[0.13329375, 0.5874351], Expected: 1, Guessed: 1
[0.13238919, -0.8390398], Expected: 2, Guessed: 2
[-0.27811158, 0.35671473], Expected: 0, Guessed: 0
[0.12425041, 0.6249615], Expected: 1, Guessed: 1
[-0.42247856, 0.7466905], Expected: 0, Guessed: 0
[-0.70584047, -0.74978876], Expected: 1, Guessed: 1
[-0.033803225, -0.38496602], Expected: 3, Guessed: 3
[-0.07593477, -0.05018735], Expected: 3, Guessed: 3
[0.019512773, -0.6418711], Expected: 2, Guessed: 2
[-0.33338332, 0.60882497], Expected: 0, Guessed: 0
[-0.40384233, 0.9765409], Expected: 3, Guessed: 3
[-0.27736115, -0.50493836], Expected: 0, Guessed: 0
[0.013648391, -0.12039244], Expected: 2, Guessed: 2
[-0.09284854, -0.63739693], Expected: 0, Guessed: 0
[-0.061098695, -0.78805804], Expected: 3, Guessed: 3
[0.685995, 0.39275968], Expected: 0, Guessed: 0
[0.13351297, -0.5772079], Expected: 1, Guessed: 1
[0.7069063, 0.28297067], Expected: 0, Guessed: 0
[0.09357619, 0.51920724], Expected: 1, Guessed: 1
[-0.04905641, -0.3822943], Expected: 3, Guessed: 3
[-0.8904842, -0.7006544], Expected: 1, Guessed: 3
[-0.07429826, -0.7439934], Expected: 3, Guessed: 3
[0.8851477, 0.3627876], Expected: 0, Guessed: 0
[-0.124765515, 0.3732289], Expected: 0, Guessed: 0
[0.8645091, -0.9936023], Expected: 2, Guessed: 2
[0.8887074, -0.56850934], Expected: 0, Guessed: 0
[0.8688133, 0.559391], Expected: 0, Guessed: 0
[0.17751527, 0.5621706], Expected: 1, Guessed: 1
[0.8742213, -0.73170316], Expected: 0, Guessed: 0
[-0.6829121, 0.36867905], Expected: 1, Guessed: 1
[-0.12467241, 0.6462709], Expected: 0, Guessed: 0
[0.6043582, 0.14903474], Expected: 0, Guessed: 0
[-0.8280963, 0.042666912], Expected: 3, Guessed: 3
[-0.91444564, -0.94783795], Expected: 3, Guessed: 3
[0.26136196, -0.9847603], Expected: 2, Guessed: 1
[-0.48641837, 0.18216681], Expected: 0, Guessed: 0
[0.27166462, 0.50230336], Expected: 1, Guessed: 1
[0.2829579, 0.5202943], Expected: 1, Guessed: 1
[-0.23464978, -0.44460988], Expected: 0, Guessed: 0
[-0.9224646, 0.52021194], Expected: 1, Guessed: 3
[-0.6974559, -0.07953918], Expected: 3, Guessed: 3
[0.8977622, 0.030332804], Expected: 2, Guessed: 2
[0.66809964, -0.38023043], Expected: 0, Guessed: 0
[0.68698287, -0.10500741], Expected: 0, Guessed: 0
[0.7254623, -0.8844024], Expected: 0, Guessed: 0
[-0.14156175, 0.17855477], Expected: 3, Guessed: 3
[-0.18122435, -0.983979], Expected: 3, Guessed: 0
[0.57565475, 0.84333825], Expected: 0, Guessed: 0
[-0.8522514, -0.3473394], Expected: 1, Guessed: 1
[0.12952459, -0.7997278], Expected: 2, Guessed: 2
[-0.9893031, -0.5817336], Expected: 3, Guessed: 3
[-0.31248653, -0.7467102], Expected: 0, Guessed: 0
[0.95504034, 0.3515097], Expected: 2, Guessed: 0
[0.097301245, 0.7937956], Expected: 2, Guessed: 2
[-0.8222972, -0.8927213], Expected: 3, Guessed: 3
[-0.62678874, -0.20450974], Expected: 1, Guessed: 1
[0.7479172, -0.18090725], Expected: 0, Guessed: 0
[-0.4252714, -0.7559551], Expected: 0, Guessed: 0
[0.93068826, -0.7317511], Expected: 2, Guessed: 0
[-0.3708167, 0.34846628], Expected: 0, Guessed: 0
[-0.09928548, -0.2994964], Expected: 3, Guessed: 0
[-0.58649564, 0.36564386], Expected: 1, Guessed: 1
[0.06522477, -0.7897755], Expected: 2, Guessed: 2
[-0.71773064, 0.6768956], Expected: 1, Guessed: 1
[-0.04746306, 0.13506603], Expected: 3, Guessed: 3
[0.931797, 0.84197223], Expected: 2, Guessed: 2
[-0.15498424, 0.81855893], Expected: 3, Guessed: 3
[-0.22529078, -0.9151566], Expected: 3, Guessed: 0
[0.99557436, 0.5071051], Expected: 2, Guessed: 2
[-0.8505856, -0.09420228], Expected: 3, Guessed: 3
[0.10226464, -0.68852115], Expected: 1, Guessed: 2
[0.018812418, -0.4586556], Expected: 2, Guessed: 2
[0.7433957, 0.99708176], Expected: 2, Guessed: 2
[0.16787207, -0.011257529], Expected: 2, Guessed: 2
[0.49485874, -0.055860758], Expected: 1, Guessed: 1
[-0.83244777, 0.8635963], Expected: 3, Guessed: 3
[-0.4580202, -0.33271635], Expected: 0, Guessed: 0
[-0.05897212, 0.96098447], Expected: 3, Guessed: 3
[-0.378397, 0.68830526], Expected: 0, Guessed: 0
[-0.91320646, 0.9434215], Expected: 3, Guessed: 3
[0.22881556, -0.14272201], Expected: 2, Guessed: 2
[-0.84734845, -0.11076629], Expected: 3, Guessed: 3
[-0.8794366, -0.88693726], Expected: 3, Guessed: 3
[0.8168092, 0.7155447], Expected: 0, Guessed: 0
[-0.54951465, -0.4821489], Expected: 1, Guessed: 1
[0.9505025, 0.8601626], Expected: 2, Guessed: 2
[0.36191094, -0.2982744], Expected: 1, Guessed: 1
[-0.6248013, 0.59162295], Expected: 1, Guessed: 1
[0.8167211, -0.22182739], Expected: 0, Guessed: 0
[0.88219225, -0.65188897], Expected: 0, Guessed: 0
[0.8954816, -0.33762467], Expected: 0, Guessed: 0
[0.880275, 0.42185962], Expected: 0, Guessed: 0
[0.09900367, 0.5194391], Expected: 1, Guessed: 1
[-0.46369076, 0.85002947], Expected: 0, Guessed: 0
[0.4245994, 0.9242308], Expected: 1, Guessed: 1
[-0.8365654, 0.69641817], Expected: 1, Guessed: 1
[0.57435083, 0.019266605], Expected: 2, Guessed: 0
[0.1129899, 0.06725955], Expected: 2, Guessed: 2
[-0.2484653, -0.5406853], Expected: 0, Guessed: 0
[-0.20901453, -0.3382522], Expected: 0, Guessed: 0
[0.5700201, -0.16538131], Expected: 0, Guessed: 0
[-0.5686805, 0.782897], Expected: 1, Guessed: 1
[0.8763001, 0.32864797], Expected: 0, Guessed: 0
[-0.2696452, 0.3023213], Expected: 0, Guessed: 0
[-0.7175715, -0.99293005], Expected: 3, Guessed: 1
[-0.2733481, -0.2348814], Expected: 0, Guessed: 0
[0.2293135, -0.07553291], Expected: 2, Guessed: 2
[0.7725545, 0.7261752], Expected: 0, Guessed: 0
[-0.9763278, -0.59727657], Expected: 3, Guessed: 3
[-8.599758E-4, 0.52099824], Expected: 3, Guessed: 3
[-0.12021315, -0.23527181], Expected: 3, Guessed: 0
[0.26223612, -0.60696566], Expected: 1, Guessed: 1
[0.1916039, 0.540113], Expected: 1, Guessed: 1
[-0.35452867, 0.5319761], Expected: 0, Guessed: 0
[-0.5144745, 0.8934252], Expected: 1, Guessed: 1
[-0.3113829, 0.8366941], Expected: 0, Guessed: 0
[-0.53549373, -0.38706028], Expected: 1, Guessed: 1
[-0.3609941, 0.72128654], Expected: 0, Guessed: 0
[0.73615336, 0.45001543], Expected: 0, Guessed: 0
[0.25501704, 0.058722615], Expected: 2, Guessed: 2
[-0.011022687, 0.58050585], Expected: 3, Guessed: 3
[-0.38078153, 0.335289], Expected: 0, Guessed: 0
[0.09060538, 0.2935108], Expected: 2, Guessed: 2
[0.671692, 0.60843503], Expected: 0, Guessed: 0
[0.6597216, -0.8227745], Expected: 0, Guessed: 0
[0.90954757, 0.1647911], Expected: 2, Guessed: 2
[0.721058, -0.29843843], Expected: 0, Guessed: 0
[0.10611212, 0.5144882], Expected: 1, Guessed: 1
[-0.017481446, 0.48360753], Expected: 3, Guessed: 3
[-0.29654014, 0.08908868], Expected: 3, Guessed: 0
[0.7492969, 0.11212087], Expected: 2, Guessed: 2
[0.47677588, -0.30367458], Expected: 1, Guessed: 1
[0.46671867, 0.30462098], Expected: 1, Guessed: 1
[-0.55825984, -0.7054094], Expected: 1, Guessed: 1
[0.09784746, -0.36495304], Expected: 1, Guessed: 1
[-0.90888643, 0.25910127], Expected: 3, Guessed: 3
[0.011195421, -0.9826311], Expected: 2, Guessed: 3
[0.7497182, -0.7984618], Expected: 0, Guessed: 0
[0.5770229, 0.63326466], Expected: 0, Guessed: 0
[-0.9950198, -0.8364006], Expected: 3, Guessed: 3
[-0.67224026, 0.77851367], Expected: 1, Guessed: 1
[-0.7886479, 0.12646675], Expected: 3, Guessed: 3
[-0.8096256, -0.94212747], Expected: 3, Guessed: 3
[0.42069328, -0.83694756], Expected: 1, Guessed: 1
[-0.911379, 0.022910118], Expected: 3, Guessed: 3
[-0.27221453, -0.9853009], Expected: 3, Guessed: 0
[-0.93514776, -0.5811497], Expected: 1, Guessed: 3
[-0.05747366, 0.6116593], Expected: 3, Guessed: 3
[-0.8104427, -0.96158016], Expected: 3, Guessed: 3
[-0.75879824, -0.8036983], Expected: 1, Guessed: 1
[-0.10168123, 0.28278267], Expected: 3, Guessed: 0
[-0.42698276, -0.22501051], Expected: 0, Guessed: 0
[-0.7119645, -0.93210375], Expected: 3, Guessed: 1
[-0.7994976, 0.050573945], Expected: 3, Guessed: 3
[0.36587918, 0.011285543], Expected: 2, Guessed: 2
[-0.03959167, 0.6103525], Expected: 3, Guessed: 3
[0.6056011, 0.86784434], Expected: 0, Guessed: 0
[-0.69646347, 0.70828116], Expected: 1, Guessed: 1
[0.537827, -0.91141665], Expected: 0, Guessed: 0
[0.5969856, 0.6356007], Expected: 0, Guessed: 0
[-0.12356746, 0.9442736], Expected: 3, Guessed: 3
[0.7713157, -0.52251434], Expected: 0, Guessed: 0
[-0.96417415, -0.1660465], Expected: 3, Guessed: 3
[-0.5799625, -0.5322733], Expected: 1, Guessed: 1
[-0.72096217, 0.7897835], Expected: 1, Guessed: 1
[0.69284725, -0.4520346], Expected: 0, Guessed: 0
[-0.6097188, 0.55451787], Expected: 1, Guessed: 1
[-0.41839015, 0.8880056], Expected: 0, Guessed: 0
[-0.794356, 0.3619281], Expected: 1, Guessed: 1
[0.8249266, -0.2891438], Expected: 0, Guessed: 0
[0.86068046, -0.73387134], Expected: 0, Guessed: 0
[0.030180931, -0.12167728], Expected: 2, Guessed: 2
[-0.1960864, -0.22856903], Expected: 0, Guessed: 0
[0.6394284, 0.3242904], Expected: 0, Guessed: 0
[0.84201, -0.0051385164], Expected: 2, Guessed: 2
[0.9868411, 0.9737185], Expected: 2, Guessed: 2
[0.36819494, 0.6898296], Expected: 1, Guessed: 1
[-0.61865807, -0.43755364], Expected: 1, Guessed: 1
[0.90418506, 0.36889184], Expected: 0, Guessed: 0
[-0.59949315, -0.5109267], Expected: 1, Guessed: 1
[0.8625951, -0.6603497], Expected: 0, Guessed: 0
[-0.5660013, -0.89543617], Expected: 1, Guessed: 1
[0.49775565, 0.7202995], Expected: 1, Guessed: 1
[-0.9688401, 0.70324504], Expected: 3, Guessed: 3
[-0.8742579, 0.09622419], Expected: 3, Guessed: 3
[-0.6163579, -0.14787817], Expected: 1, Guessed: 1
[-0.59201646, 0.23861015], Expected: 1, Guessed: 1
[0.93704796, -0.078136444], Expected: 2, Guessed: 2
[0.63717806, 0.7087772], Expected: 0, Guessed: 0
[-0.1663059, -0.99348545], Expected: 3, Guessed: 0
[0.15070677, 0.85264826], Expected: 2, Guessed: 2
[0.8312422, 0.49037492], Expected: 0, Guessed: 0
[-0.8820926, 0.9394362], Expected: 3, Guessed: 3
[0.23977637, -0.10379636], Expected: 2, Guessed: 2
[0.67724407, 0.46454203], Expected: 0, Guessed: 0
[0.024897337, -0.7081783], Expected: 2, Guessed: 2
[-0.30730116, 0.022312999], Expected: 3, Guessed: 0
[0.81974435, -0.68853796], Expected: 0, Guessed: 0
[-0.008087397, -0.08051455], Expected: 3, Guessed: 3
[0.4890126, 0.03923416], Expected: 2, Guessed: 1
[-0.1406802, 0.76084363], Expected: 0, Guessed: 0
[-0.06130016, -0.21352935], Expected: 3, Guessed: 3
[0.5845667, 0.6671313], Expected: 0, Guessed: 0
[-0.05655229, -0.23960185], Expected: 3, Guessed: 3
[-0.91004014, -0.68992805], Expected: 3, Guessed: 3
[0.27714717, 0.26266515], Expected: 1, Guessed: 1
[-0.058111668, 0.4552486], Expected: 0, Guessed: 0
[-0.17860222, -0.7268423], Expected: 0, Guessed: 0
[-0.4673226, -0.26841128], Expected: 0, Guessed: 0
[0.5611628, -0.12612796], Expected: 0, Guessed: 0
[0.82499087, 0.5935519], Expected: 0, Guessed: 0
[-0.54051304, 0.1622976], Expected: 1, Guessed: 1
[-0.01421833, -0.7376542], Expected: 3, Guessed: 3
[-0.33334792, 0.21291542], Expected: 0, Guessed: 0
[0.48722637, 0.33536637], Expected: 1, Guessed: 1
[-0.07190752, 0.79444647], Expected: 3, Guessed: 3
[-0.9143574, -0.09541345], Expected: 3, Guessed: 3
[0.50546706, -0.6289853], Expected: 0, Guessed: 0
[0.55491245, -0.25293386], Expected: 0, Guessed: 0
[0.5434631, 0.24532628], Expected: 0, Guessed: 0
[-0.52150583, 0.42264652], Expected: 1, Guessed: 1
[0.2593665, 0.2854346], Expected: 1, Guessed: 1
[-0.09497571, 0.06998432], Expected: 3, Guessed: 3
[0.2926513, -0.3359295], Expected: 1, Guessed: 1
[0.6393827, 0.1233933], Expected: 0, Guessed: 0
[-0.7515007, 0.4874885], Expected: 1, Guessed: 1
[0.54772615, 0.026759028], Expected: 2, Guessed: 0
[-0.8457699, -0.437783], Expected: 1, Guessed: 1
[-0.043519855, -0.09940791], Expected: 3, Guessed: 3
[-0.99570453, 0.21214116], Expected: 3, Guessed: 3
[-0.74205697, -0.21615124], Expected: 1, Guessed: 1
[0.61221766, 0.79038084], Expected: 0, Guessed: 0
[-0.28343046, 0.93949854], Expected: 3, Guessed: 3
[0.9623561, -0.9879106], Expected: 2, Guessed: 2
[-0.5009973, -0.6457889], Expected: 1, Guessed: 1
[0.53758883, 0.5534934], Expected: 0, Guessed: 0
[-0.29241776, -0.7935052], Expected: 0, Guessed: 0
[0.5991297, -0.48665202], Expected: 0, Guessed: 0
[-0.95729315, -0.891091], Expected: 3, Guessed: 3
[-0.9487971, 0.7158929], Expected: 3, Guessed: 3
[-0.7033529, 0.38960195], Expected: 1, Guessed: 1
[-0.19312727, 0.7560053], Expected: 0, Guessed: 0
[0.61401534, 0.76367164], Expected: 0, Guessed: 0
[0.9839324, -0.1395626], Expected: 2, Guessed: 2
[-0.95281243, -0.690783], Expected: 3, Guessed: 3
[0.83459187, 0.68295145], Expected: 0, Guessed: 0
[-0.12514043, -0.28379714], Expected: 0, Guessed: 0
[-0.88577175, -0.9087968], Expected: 3, Guessed: 3
[0.20618534, -0.015562177], Expected: 2, Guessed: 2
[0.21836615, -0.22897291], Expected: 1, Guessed: 1
[-0.889573, -0.06770313], Expected: 3, Guessed: 3
[0.49031258, 0.40722203], Expected: 1, Guessed: 1
[0.7228011, -0.4811442], Expected: 0, Guessed: 0
[0.78265667, -0.4568218], Expected: 0, Guessed: 0
[0.09258628, 0.7135862], Expected: 2, Guessed: 2
[-0.16635787, -0.37489724], Expected: 0, Guessed: 0
[0.8521271, 0.76071095], Expected: 0, Guessed: 0
[0.014907956, 0.75684464], Expected: 2, Guessed: 2
[-0.23104787, 0.6270119], Expected: 0, Guessed: 0
[-0.7277633, -0.7087295], Expected: 1, Guessed: 1
[-0.14707983, -0.7041801], Expected: 0, Guessed: 0
[-0.10104656, 0.43294883], Expected: 0, Guessed: 0
[-0.3375833, -0.3641293], Expected: 0, Guessed: 0
[0.46692514, 0.7999494], Expected: 1, Guessed: 1
[-0.19425607, -0.25229597], Expected: 0, Guessed: 0
[0.63843703, 0.57149434], Expected: 0, Guessed: 0
[0.16480279, 0.044563413], Expected: 2, Guessed: 2
[-0.429492, -0.97909343], Expected: 3, Guessed: 0
[-0.84197474, 0.5878588], Expected: 1, Guessed: 1
[0.60966766, 0.39392257], Expected: 0, Guessed: 0
[0.26961982, 0.25392973], Expected: 1, Guessed: 1
[-0.60070515, -0.8586391], Expected: 1, Guessed: 1
[-0.75488734, -0.29987848], Expected: 1, Guessed: 1
[-0.64597344, 0.25901687], Expected: 1, Guessed: 1
[-0.28726435, 0.5213219], Expected: 0, Guessed: 0
[0.6984235, 0.13935733], Expected: 0, Guessed: 0
[-0.258505, 0.7966114], Expected: 0, Guessed: 0
[-0.5467495, -0.98171496], Expected: 3, Guessed: 1
[-0.023896575, 0.9293382], Expected: 3, Guessed: 3
[-0.5531763, 0.33129215], Expected: 1, Guessed: 1
[-0.2360754, -0.5512693], Expected: 0, Guessed: 0
[0.7266158, -0.4916097], Expected: 0, Guessed: 0
[-0.8414917, 0.58939743], Expected: 1, Guessed: 1
[-0.22536004, -0.2258302], Expected: 0, Guessed: 0
[0.17826211, 0.9752307], Expected: 2, Guessed: 2
[0.34725225, -0.8776578], Expected: 1, Guessed: 1
[-0.67136765, -0.25889397], Expected: 1, Guessed: 1
[0.25538182, -0.046441317], Expected: 2, Guessed: 2
[-0.44555998, 0.72036314], Expected: 0, Guessed: 0
[-0.80447924, -0.04219973], Expected: 3, Guessed: 3
[-0.35044014, 0.8556323], Expected: 0, Guessed: 0
[-0.91297805, -0.84889305], Expected: 3, Guessed: 3
[-0.83097935, 0.35865223], Expected: 1, Guessed: 1
[0.050587773, -0.09001839], Expected: 2, Guessed: 2
[0.30017436, -0.8889308], Expected: 1, Guessed: 1
[0.99071777, 0.16086888], Expected: 2, Guessed: 2
[-0.52759874, -0.22116065], Expected: 1, Guessed: 1
[-0.9329643, 0.2583083], Expected: 3, Guessed: 3
[-0.982272, 0.6800314], Expected: 3, Guessed: 3
[-0.4672171, -0.38841796], Expected: 0, Guessed: 0
[-0.4822024, 0.8280659], Expected: 0, Guessed: 0
[0.39155173, 0.7900648], Expected: 1, Guessed: 1
[-0.052809477, -0.84549975], Expected: 3, Guessed: 3
[-0.9850106, -0.94757235], Expected: 3, Guessed: 3
[-0.008283973, 0.73837864], Expected: 3, Guessed: 3
[0.74543786, 0.31098402], Expected: 0, Guessed: 0
[-0.5931858, 0.13019335], Expected: 1, Guessed: 1
[0.08023417, -0.8273034], Expected: 2, Guessed: 2
[-0.30929923, -0.58884597], Expected: 0, Guessed: 0
[0.33189178, 0.51181316], Expected: 1, Guessed: 1
[-0.8343208, -0.51749814], Expected: 1, Guessed: 1
[0.74505746, 0.05117345], Expected: 2, Guessed: 2
[0.5567235, -0.09894347], Expected: 0, Guessed: 0
[0.5227078, 0.5915595], Expected: 0, Guessed: 0
[0.8778105, 0.18830621], Expected: 2, Guessed: 2
[-0.30254865, 0.16894293], Expected: 0, Guessed: 0
[-0.28634334, -0.58034074], Expected: 0, Guessed: 0
[-0.56274617, 0.7822485], Expected: 1, Guessed: 1
[-0.5712118, -0.31725645], Expected: 1, Guessed: 1
[-0.61214614, -0.93028784], Expected: 1, Guessed: 1
[0.33985615, 0.96987295], Expected: 2, Guessed: 2
[-0.25272143, 0.9766731], Expected: 3, Guessed: 3
[0.1245991, 0.6872679], Expected: 1, Guessed: 1
[0.6931728, -0.9853656], Expected: 2, Guessed: 2
[0.6669495, -0.67415667], Expected: 0, Guessed: 0
[0.8243128, 0.029753089], Expected: 2, Guessed: 2
[0.88880575, -0.7948922], Expected: 2, Guessed: 0
[0.748139, -0.24599075], Expected: 0, Guessed: 0
[-0.087489724, -0.51100695], Expected: 0, Guessed: 0
[-0.30787504, -0.0142400265], Expected: 3, Guessed: 3
[-0.06706095, -0.047504067], Expected: 3, Guessed: 3
[0.9152428, -0.37387443], Expected: 0, Guessed: 0
[-0.46562517, 0.97940063], Expected: 3, Guessed: 3
[0.1548996, -0.5221909], Expected: 1, Guessed: 1
[-0.2736547, -0.12119639], Expected: 0, Guessed: 3
[0.80395734, -0.4060961], Expected: 0, Guessed: 0
[-0.16306508, -0.63727665], Expected: 0, Guessed: 0
[0.9425069, -0.14734352], Expected: 2, Guessed: 2
[-0.4844488, 0.62598777], Expected: 0, Guessed: 0
[0.7519095, 0.5428853], Expected: 0, Guessed: 0
[-0.33518028, -0.7336123], Expected: 0, Guessed: 0
[-0.25256217, 0.19298208], Expected: 0, Guessed: 0
[-0.8704661, 0.7875141], Expected: 3, Guessed: 3
[-0.7548926, 0.18950582], Expected: 1, Guessed: 3
[0.68695676, 0.80478597], Expected: 0, Guessed: 0
[0.6236781, -0.6590214], Expected: 0, Guessed: 0
[0.35611415, 0.6491947], Expected: 1, Guessed: 1
[-0.61870646, 0.28648388], Expected: 1, Guessed: 1
[-0.39591742, -0.18826735], Expected: 0, Guessed: 0
[-0.62399685, 0.2712096], Expected: 1, Guessed: 1
[0.7860187, -0.27086258], Expected: 0, Guessed: 0
[-0.3300637, -0.5374603], Expected: 0, Guessed: 0
[-0.49465215, -0.43054712], Expected: 0, Guessed: 0
[-0.7111268, 0.71733654], Expected: 1, Guessed: 1
[0.69498384, 0.8812721], Expected: 0, Guessed: 0
[-0.785663, -0.0034410954], Expected: 3, Guessed: 3
[-0.445256, -0.1731149], Expected: 0, Guessed: 0
[-0.17268372, -0.1735413], Expected: 3, Guessed: 0
[0.2706033, -0.013313651], Expected: 2, Guessed: 2
[-0.36422873, 0.10169721], Expected: 0, Guessed: 0
[0.20565307, -0.1838969], Expected: 1, Guessed: 2
[-0.21211445, -0.20355046], Expected: 0, Guessed: 0
[0.28944945, -0.6707331], Expected: 1, Guessed: 1
[-0.023453355, 0.8828206], Expected: 3, Guessed: 3
[-0.7780973, -0.29582894], Expected: 1, Guessed: 1
[-0.2140162, -0.054187298], Expected: 3, Guessed: 3
[0.21132588, -0.3630935], Expected: 1, Guessed: 1
[0.25830305, -0.96893895], Expected: 2, Guessed: 1
[-0.073713064, -0.54123425], Expected: 0, Guessed: 0
[0.93654895, 0.47222233], Expected: 0, Guessed: 0
[-0.4186622, 0.46680808], Expected: 0, Guessed: 0
[0.37384367, 0.5321598], Expected: 1, Guessed: 1
[-0.6974124, -0.5405859], Expected: 1, Guessed: 1
[-0.88170147, 0.2750529], Expected: 1, Guessed: 3
[-0.38320673, -0.8768233], Expected: 0, Guessed: 0
[-0.44476998, -0.80933726], Expected: 0, Guessed: 0
[-0.155285, -0.6477902], Expected: 0, Guessed: 0
[-0.6925657, -0.35115445], Expected: 1, Guessed: 1
[-0.09522092, 0.61785877], Expected: 0, Guessed: 0
[-0.2121675, 0.6099204], Expected: 0, Guessed: 0
[-0.6233405, 0.6243863], Expected: 1, Guessed: 1
[0.12491095, 0.39879465], Expected: 1, Guessed: 1
[0.247581, -0.680745], Expected: 1, Guessed: 1
[0.22947931, -0.5817636], Expected: 1, Guessed: 1
[-0.5404717, 0.16614556], Expected: 1, Guessed: 1
[0.9620751, 0.9859843], Expected: 2, Guessed: 2
[-0.13305402, 0.8820951], Expected: 3, Guessed: 3
[0.9458003, 0.99440074], Expected: 2, Guessed: 2
[-0.5429857, 0.6906488], Expected: 1, Guessed: 1
[0.8326868, 0.6792419], Expected: 0, Guessed: 0
[-0.5854852, 0.8104315], Expected: 1, Guessed: 1
[-0.912686, 0.72123146], Expected: 3, Guessed: 3
[-0.15177143, -0.70090187], Expected: 0, Guessed: 0
[-0.554966, 0.37211466], Expected: 1, Guessed: 1
[-0.46542132, -0.4215263], Expected: 0, Guessed: 0
[-0.98923826, -0.11635685], Expected: 3, Guessed: 3
[0.9569007, -0.2936505], Expected: 2, Guessed: 0
[0.89606047, 0.71762264], Expected: 2, Guessed: 0
[-0.9133569, -0.38135004], Expected: 1, Guessed: 3
[-0.21335769, -0.27185345], Expected: 0, Guessed: 0
[-0.091468096, 0.68351614], Expected: 3, Guessed: 3
[0.8601221, 0.5400728], Expected: 0, Guessed: 0
[0.5591097, 0.68354964], Expected: 0, Guessed: 0
[-0.9631411, -0.08642197], Expected: 3, Guessed: 3
[-0.6678356, -0.87246585], Expected: 1, Guessed: 1
[-0.8218014, 0.10236776], Expected: 3, Guessed: 3
[-0.3082844, -0.9018363], Expected: 0, Guessed: 0
[-0.8891628, 0.6082474], Expected: 1, Guessed: 3
[0.0910064, 0.8336792], Expected: 2, Guessed: 2
[-0.6509161, 0.73887885], Expected: 1, Guessed: 1
[0.8731979, -0.7588912], Expected: 2, Guessed: 0
[0.2354312, 0.8265811], Expected: 1, Guessed: 2
[-0.843768, -0.4744606], Expected: 1, Guessed: 1
[0.5822853, 0.6080946], Expected: 0, Guessed: 0
[-0.5080223, 0.22828388], Expected: 1, Guessed: 1
[-0.5366162, -0.75126886], Expected: 1, Guessed: 1
[0.6308547, 0.9879645], Expected: 2, Guessed: 2
[0.7930621, -0.12410283], Expected: 2, Guessed: 2
[-0.9085119, -0.7803253], Expected: 3, Guessed: 3
